PercentObese,SE,StartYear,EndYear,MinAge,MaxAge,All,F,M
14.244174085027558,-2.798817335635024,2008,1954,6,6,0.013846574466622937,1.0049238649607273,-0.044910160427674053
10.188876428173042,-1.739363987945953,2013,2000,5,4,0.9227896923759769,-0.0035401998711906742,-0.03654840653072981
3.4104993222410025,-0.7032890878088769,2008,2009,1,13,-0.0390649514723925,-0.17655623007176985,-0.17653989322568273
12.155531739521189,-2.2857464879283023,2001,1990,5,6,0.0005684254935675271,0.18941414282454447,-0.024023315380316174
12.815503831855658,-1.1341200058229561,2008,2003,7,13,-0.08604887551516267,0.06495725069168112,-0.18482686244273416
9.749094763137,-0.3552455393756626,2014,1975,6,3,-0.09292948676777074,0.03215492214125455,0.9303482573201287
11.349960090514468,-1.3492766957146918,1982,1974,5,3,1.1008132452488801,1.038328539451345,0.08221490558067297
19.88191613173004,-1.7041270134125077,2004,1989,5,4,0.08216236862535405,0.11495299349489327,-0.07310215374958236
11.70036015000857,-2.531963643160484,2009,2005,12,18,-0.023871349508781323,0.08064192538610973,1.0202884881278766
8.65157077779667,-1.7291871776809853,2005,1994,1,11,-0.11072732185974105,0.023918167381134385,-0.18348605020252629
12.560023477059742,-1.4995266901006672,1978,2001,5,5,-0.05092133994167982,-0.022535745308932865,1.0012144399881862
5.659506101438874,-1.6158283359802956,1988,2010,2,10,-0.07761750339756938,-0.17746769472771123,-0.026990297692028837
14.00315844375525,-1.8228587470843887,2012,2008,3,4,-0.09918629729966796,0.14967729707092306,-0.14821618592824645
17.532031707089608,-2.302454689470156,1999,2005,7,4,-0.052099842952101884,-0.12004271116590122,-0.16392104447115627
11.110875121369677,-1.6462538957021267,1997,2001,6,13,-0.013535875624398258,1.06797050482087,0.8246710345976836
15.014138063557686,-1.7165939631073057,1998,1995,2,12,-0.038127802686821456,-0.06705995837566864,-0.1943328804497802
-0.459236831003631,-1.0294617187742714,2017,2000,-1,16,-0.030179208458245114,-0.04114368680351693,-0.19933437477962682
18.432855758548147,-3.185997382036664,1964,1994,3,22,0.10747676967497403,0.09491651905911568,0.6179631373410197
15.79192914948543,-1.9019144552114733,1963,2008,2,12,1.298188356718109,1.2909731093741452,-0.09865223209015236
14.185275008040296,-2.2428293375510786,1957,1995,11,9,0.028315344662662896,-0.10244006367547417,0.08092281892466273
7.845579144567122,-1.083550569894825,1986,2004,4,20,-0.030556539591239967,-0.212706657255188,-0.14798649884475512
7.407951966611097,-2.857409050035714,2005,2006,2,8,-0.020795932752773413,0.8245299591361277,-0.05239617549474171
11.872197077106595,-3.1637444031244173,2013,1994,1,5,0.08205466614370822,1.1590846345998693,-0.15722292664648937
15.32331610289092,-2.5628730823964623,1960,1998,13,12,-0.03395819066557789,-0.13520475611721997,-0.1420668959778331
6.814232841565602,-3.254882390028516,1992,1990,11,16,-0.08953880289674515,0.007373900514140113,1.0993853280705197
11.804379103461546,-2.068048799196085,1980,2004,14,21,-0.17976964589292616,-0.160579901837836,0.001473315454025917
10.604545791191038,-2.251184787962472,2010,2010,5,2,1.0140535327085136,0.06324390082716841,-0.13209296756635167
12.963333904591172,-2.080272051928648,1973,1995,10,21,-0.019937469232102795,0.025217921956496317,0.822552222470241
12.640885100778874,-2.429101797221945,1995,2000,7,3,0.6437490837356155,-0.03763070977782765,0.6232619315835171
17.261357542805595,-1.457969522979162,2017,2010,13,8,0.0734192434429218,1.236355778473484,-0.022735713616320666
12.471811352610487,-1.4353508806814164,1960,2007,14,9,-0.18277518144747545,0.015211741928741751,0.957657175862477
17.617257282325596,-1.638849903542137,2006,1957,1,3,0.029881016042358613,1.3459177768881934,0.8408750688394554
17.331035293627234,-2.4264286538807482,1963,1989,10,20,0.11416221857669734,0.07400978483601948,0.03550956003767648
5.598814276293292,-2.325210750206948,2008,1992,5,3,0.039466703142347265,0.8897502395302442,1.2088594549371452
20.394682637129407,-1.9165880269805076,1999,1999,9,8,0.0907340418266105,0.054720414302014866,-0.07783079996100656
16.8916548697257,-3.0031042617403445,2007,1991,1,2,-0.035349367359571816,1.3023845902370095,-0.15424691141289626
17.5989726789463,-0.9572279286467648,1977,2002,3,13,0.9258382567377363,-0.047594073103164866,-0.08072198317802065
21.043689708950865,-2.478978415433888,1957,1997,2,7,0.23313300082116503,-0.07734104233848371,-0.10155388777204928
